ID	sample_SRR5343918	sample_SRR5343920	sample_SRR5343922	sample_SRR5343924	sample_SRR5343926
ENSG00000230939	13	40	20	1	39
ENSG00000225775	1	2	0	0	1
ENSG00000181355	51	21	2	3	13
ENSG00000216368	0	0	0	0	0
ENSG00000229765	0	0	0	0	0
ENSG00000221583	0	0	0	0	0
ENSG00000275271	0	1	0	0	0
ENSG00000216781	0	1	0	0	0
ENSG00000137203	42510	13514	1131	1200	5082
ENSG00000229950	582	738	42	17	1050
ENSG00000228478	44	3	4	1	1
ENSG00000183674	10065	2300	193	674	528
ENSG00000229401	199	12	5	21	6
ENSG00000263705	0	0	0	0	0
ENSG00000238076	17	3	0	6	1
ENSG00000231056	9	0	2	0	0
ENSG00000111846	11103	1072	768	428	375
ENSG00000237685	31	11	32	5	1
ENSG00000216359	6	1	4	1	1
ENSG00000217181	2	1	0	0	0
ENSG00000205318	8	1	0	1	0
ENSG00000137434	51	66	106	29	37
ENSG00000201048	0	1	0	0	0
ENSG00000111845	3280	2007	1887	1347	1624
ENSG00000111843	12843	5288	4673	4363	8123
ENSG00000272097	32	20	13	9	25
ENSG00000137210	3166	1718	2200	1567	4095
ENSG00000272162	0	0	0	0	0
ENSG00000222383	7	4	2	4	0
ENSG00000111837	67	38	53	17	28
ENSG00000124827	0	0	0	0	0
ENSG00000235051	1	2	0	0	0
ENSG00000153157	2	10	1	0	3
ENSG00000197977	451	622	7490	84	2515
ENSG00000274541	0	0	0	0	0
ENSG00000230314	5	1	32	2	15
ENSG00000224531	3652	1566	2352	1355	1581
ENSG00000244476	1	4	1	3	3
ENSG00000271245	0	0	0	1	0
ENSG00000247925	2	1	1	1	2
ENSG00000111859	4311	6252	2037	2497	4559
ENSG00000233656	0	1	0	0	0
ENSG00000242753	0	0	0	0	0
ENSG00000202313	0	0	0	0	0
ENSG00000218020	0	0	0	0	0
ENSG00000205269	258	549	381	166	571
ENSG00000271897	0	0	0	0	0
ENSG00000277473	0	0	0	0	0
ENSG00000207419	0	0	0	0	0
ENSG00000111863	8	77	29	6	39
ENSG00000234427	0	0	0	0	1
ENSG00000215124	0	1	0	0	0
ENSG00000225102	0	0	0	0	0
ENSG00000229896	1	2	1	1	4
ENSG00000095951	3671	1546	1169	1119	1135
ENSG00000078401	38	142	20	47	353
ENSG00000218893	0	0	0	0	0
ENSG00000223321	0	0	0	0	0
ENSG00000212802	2212	1828	2410	917	1731
ENSG00000234015	0	0	0	0	0
ENSG00000112137	9503	4022	2472	192	2677
ENSG00000223291	0	0	0	0	0
ENSG00000206702	0	7	0	0	2
ENSG00000215022	457	172	39	31	27
ENSG00000145979	10572	3239	2495	878	2495
ENSG00000272379	8	6	1	0	0
ENSG00000145990	1763	1475	672	1305	1627
ENSG00000237786	2	1	0	0	1
ENSG00000218265	3	3	5	0	4
ENSG00000202351	0	0	0	0	0
ENSG00000124523	2611	1066	1128	285	611
ENSG00000261071	0	0	0	0	0
ENSG00000225921	7197	3423	3358	1788	4396
ENSG00000010017	7246	2900	3404	2755	3481
ENSG00000280458	0	0	0	0	0
ENSG00000050393	6907	2413	2717	2434	4140
ENSG00000272209	0	88	3	2	8
ENSG00000180537	1258	117	719	1253	3117
ENSG00000220868	0	0	0	0	0
ENSG00000233981	2	0	1	1	0
ENSG00000112149	4193	2311	1425	1107	2902
ENSG00000238987	0	0	0	0	0
ENSG00000230631	0	0	0	0	0
ENSG00000226673	2	3	1	2	6
ENSG00000237346	0	0	0	0	0
ENSG00000234540	0	0	0	0	0
ENSG00000229646	2	1	0	0	3
ENSG00000206960	0	0	0	0	0
ENSG00000234261	9	3	0	4	4
ENSG00000216754	0	0	0	0	0
ENSG00000242989	0	0	0	0	0
ENSG00000264687	0	0	0	0	0
ENSG00000271888	27	65	50	10	27
ENSG00000008083	9029	4637	1997	1130	2679
ENSG00000235488	5	8	4	1	4
ENSG00000201367	0	0	0	0	0
ENSG00000201519	0	0	0	0	0
ENSG00000277411	6	1	0	1	3
ENSG00000047579	4491	2385	1250	751	2344
ENSG00000214027	34	22	26	11	31
ENSG00000232947	0	0	0	0	0
ENSG00000274212	0	0	0	0	0
ENSG00000217585	0	0	0	0	0
ENSG00000007944	3159	1399	2142	1327	1690
ENSG00000263712	0	2	0	2	0
ENSG00000218073	14	6	3	4	1
ENSG00000217078	2	11	0	2	2
ENSG00000216364	0	0	0	1	0
ENSG00000251831	0	0	1	0	0
ENSG00000207193	0	0	0	0	0
ENSG00000137198	16813	1429	460	161	5948
ENSG00000282024	10	2	0	0	4
ENSG00000124788	6506	2357	3756	1917	3141
ENSG00000281447	0	0	0	0	0
ENSG00000265642	0	0	0	0	0
ENSG00000229931	33	29	107	19	27
ENSG00000272341	81	149	373	66	48
ENSG00000221492	0	0	0	0	0
ENSG00000277100	0	0	0	0	0
ENSG00000230873	0	0	0	0	0
ENSG00000112183	4	212	332	3	32
ENSG00000219314	0	0	0	0	0
ENSG00000112186	2814	2314	1430	29	1588
ENSG00000184612	10	4	7	0	7
ENSG00000218359	0	5	0	0	0
ENSG00000137414	7239	3429	3503	1412	1451
ENSG00000124789	7321	2929	2932	2389	3878
ENSG00000206881	0	0	0	0	0
ENSG00000272269	54	77	34	37	135
ENSG00000201415	0	0	0	0	0
ENSG00000201442	0	0	0	0	0
ENSG00000137177	19530	3948	5749	2061	3054
ENSG00000220920	27	2	3	1	2
ENSG00000187566	6	325	175	133	170
ENSG00000137364	9637	3950	2787	3285	2011
ENSG00000165097	6413	1520	1658	1289	909
ENSG00000124795	11689	5857	6998	6158	8485
ENSG00000199715	0	0	1	0	0
ENSG00000278102	0	0	0	0	0
ENSG00000200681	0	0	0	0	0
ENSG00000217414	7	3	6	3	2
ENSG00000218976	0	0	1	0	2
ENSG00000137393	293	2962	294	208	1045
ENSG00000207775	0	0	0	0	0
ENSG00000217379	30	0	0	0	0
ENSG00000231662	4	0	0	0	0
ENSG00000218643	0	0	0	0	0
ENSG00000201523	0	0	0	0	0
ENSG00000226786	0	3	16	1	0
ENSG00000214012	0	0	0	0	0
ENSG00000217314	0	0	0	0	0
ENSG00000200957	0	0	0	0	0
ENSG00000237404	0	0	8	1	0
ENSG00000227116	0	0	10	0	0
ENSG00000228412	0	20	114	2	9
ENSG00000172201	158	685	2335	179	814
ENSG00000229700	14	10	3	1	1
ENSG00000172197	1582	600	1289	561	574
ENSG00000227803	0	0	1	1	0
ENSG00000112242	3708	2142	2942	1226	3440
ENSG00000240869	0	0	0	1	0
ENSG00000281428	0	0	0	0	0
ENSG00000252949	2	1	0	0	0
ENSG00000224707	3	0	0	0	2
ENSG00000222431	0	0	0	0	1
ENSG00000201683	1	0	0	0	0
ENSG00000145996	2324	878	862	577	864
ENSG00000225832	0	0	0	1	0
ENSG00000233848	0	1	0	0	0
ENSG00000252046	0	0	0	0	0
ENSG00000227089	0	0	0	0	0
ENSG00000280989	0	0	0	0	1
ENSG00000231754	0	0	0	0	0
ENSG00000124766	9975	2969	3874	2518	5776
ENSG00000220771	1	1	0	0	0
ENSG00000272168	1896	1247	759	846	516
ENSG00000280443	0	0	0	0	0
ENSG00000222515	0	0	0	1	0
ENSG00000260455	51	46	30	36	8
ENSG00000219404	2	1	0	1	0
ENSG00000261568	2	18	0	8	0
ENSG00000260049	0	0	0	1	0
ENSG00000172179	0	2	0	1	5
ENSG00000112273	0	0	0	0	0
ENSG00000228772	0	0	0	0	0
ENSG00000233358	0	0	0	0	0
ENSG00000218476	0	0	0	0	0
ENSG00000207394	0	0	0	0	0
ENSG00000235743	0	0	0	7	0
ENSG00000219453	0	0	0	0	0
ENSG00000278128	0	0	0	0	0
ENSG00000218512	19	7	31	8	4
ENSG00000220748	0	0	0	0	0
ENSG00000219582	0	0	0	0	0
ENSG00000152954	0	0	2	0	2
ENSG00000251830	0	0	0	0	0
ENSG00000146038	5	268	232	55	159
ENSG00000146049	0	7	8	0	5
ENSG00000202050	0	0	0	0	0
ENSG00000124532	3713	2059	1432	1044	1947
ENSG00000112293	2	17	146	18	25
ENSG00000112294	42	561	1689	124	1330
ENSG00000137261	9	32	39	4	99
ENSG00000218186	0	0	0	0	0
ENSG00000280713	0	0	0	0	0
ENSG00000111802	5796	1990	1805	1571	2427
ENSG00000112304	2541	1402	1149	928	1286
ENSG00000272345	86	92	39	23	58
ENSG00000112308	33078	12220	7667	7652	13469
ENSG00000272402	17	26	8	4	8
ENSG00000224164	50	31	9	6	14
ENSG00000218806	0	0	0	0	1
ENSG00000112312	2076	1282	1188	656	3076
ENSG00000260286	1	0	0	0	0
ENSG00000282804	0	0	0	0	0
ENSG00000111913	3770	297	99	90	744
ENSG00000263391	0	0	0	0	0
ENSG00000217083	0	0	0	0	0
ENSG00000214975	89	144	248	84	230
ENSG00000272053	6	24	0	0	6
ENSG00000220517	1	5	0	0	0
ENSG00000244618	0	1	0	0	0
ENSG00000229313	0	0	0	0	0
ENSG00000223623	0	0	0	0	0
ENSG00000230372	5	0	0	0	0
ENSG00000168405	295	531	105	177	526
ENSG00000219682	109	34	185	116	30
ENSG00000262400	0	0	0	0	0
ENSG00000217805	0	0	0	0	0
ENSG00000264238	0	0	0	0	0
ENSG00000219681	0	0	0	0	0
ENSG00000235733	1	0	1	0	2
ENSG00000271108	0	0	0	0	0
ENSG00000216718	0	0	0	0	0
ENSG00000213972	0	0	1	0	0
ENSG00000079691	6553	1129	1728	1195	1469
ENSG00000207286	0	0	0	0	0
ENSG00000277593	0	2	0	0	0
ENSG00000207490	0	0	0	0	0
ENSG00000253017	0	0	0	0	0
ENSG00000079689	0	0	156	0	7
ENSG00000217408	0	0	0	0	0
ENSG00000164508	0	0	0	0	0
ENSG00000146047	0	0	0	0	0
ENSG00000178762	0	0	0	0	0
ENSG00000216436	0	0	0	0	0
ENSG00000280964	0	0	0	0	0
ENSG00000146039	0	0	2	0	0
ENSG00000124568	0	0	0	0	0
ENSG00000124564	0	0	15	0	0
ENSG00000276745	0	0	0	0	0
ENSG00000242387	0	0	0	0	0
ENSG00000277410	0	0	0	0	0
ENSG00000112337	0	0	0	0	0
ENSG00000112343	5516	3628	2022	1710	2166
ENSG00000272558	0	0	0	0	0
ENSG00000272462	529	233	195	249	194
ENSG00000272810	29	18	3	8	3
ENSG00000224447	0	0	0	0	0
ENSG00000124610	0	0	0	7	0
ENSG00000275714	0	7	6	13	0
ENSG00000278637	0	1	1	4	1
ENSG00000278705	0	1	4	13	2
ENSG00000274267	1	3	0	13	1
ENSG00000278463	0	5	1	2	1
ENSG00000276410	6	0	1	5	0
ENSG00000234816	2	0	0	3	0
ENSG00000278272	2	1	7	25	7
ENSG00000187837	2209	499	1991	2219	292
ENSG00000010704	35	214	1640	784	574
ENSG00000197061	8	5	5	20	1
ENSG00000187475	0	1	0	3	0
ENSG00000180596	192	36	524	198	24
ENSG00000180573	6855	2881	3459	3236	334
ENSG00000281052	0	0	0	0	0
ENSG00000168298	6	8	21	40	4
ENSG00000158373	5738	625	1306	1344	98
ENSG00000283064	23	34	5	16	0
ENSG00000217159	7	9	1	0	1
ENSG00000274290	58	28	25	64	1
ENSG00000277157	9	0	2	16	2
ENSG00000216331	1	0	0	3	0
ENSG00000282988	80	14	20	93	4
ENSG00000197409	0	0	0	0	0
ENSG00000196866	0	0	0	0	0
ENSG00000281823	0	0	0	0	0
ENSG00000277224	55	18	18	102	1
ENSG00000217275	50	22	11	54	1
ENSG00000276966	120	50	31	96	15
ENSG00000273802	2	5	14	178	4
ENSG00000277075	3	1	78	97	7
ENSG00000280547	0	0	0	0	0
ENSG00000277720	0	0	0	0	0
ENSG00000274750	1463	338	164	481	39
ENSG00000218281	0	0	0	2	0
ENSG00000124575	2	1	1	34	1
ENSG00000274618	0	5	1	10	0
ENSG00000275663	0	0	0	1	0
ENSG00000277775	4	3	4	13	4
ENSG00000275713	87	127	93	133	28
ENSG00000273983	1	0	4	4	4
ENSG00000218690	0	0	0	1	1
ENSG00000278588	0	0	1	5	0
ENSG00000158406	1514	206	528	568	66
ENSG00000281724	4	0	0	0	0
ENSG00000220875	10	4	1	1	0
ENSG00000186470	13827	9527	2520	2656	3806
ENSG00000124508	13964	4272	1711	1613	1450
ENSG00000026950	6724	6403	1082	2042	2163
ENSG00000124549	1425	367	203	383	323
ENSG00000111801	7285	4231	788	1118	1744
ENSG00000112763	7989	3329	2380	2972	2350
ENSG00000124557	7	4	11	2	2
ENSG00000199289	0	0	0	0	0
ENSG00000228223	1816	167	487	838	331
ENSG00000261353	114	31	50	84	74
ENSG00000182952	6507	2070	3565	2737	3551
ENSG00000146109	4557	1780	1457	1183	2268
ENSG00000275846	2	1	0	4	0
ENSG00000271071	0	0	0	1	0
ENSG00000181315	1468	762	711	416	410
ENSG00000281140	1	0	0	1	0
ENSG00000261584	32	4	4	0	1
ENSG00000281452	0	0	0	0	0
ENSG00000241549	105	9	19	8	16
ENSG00000243307	1	0	0	2	1
ENSG00000224843	123	139	27	33	13
ENSG00000272312	3	1	0	3	3
ENSG00000238621	5	3	4	0	2
ENSG00000220581	2	0	0	0	0
ENSG00000216762	0	0	0	0	0
ENSG00000219770	0	0	0	0	0
ENSG00000222800	0	0	1	1	0
ENSG00000272468	24	31	17	45	9
ENSG00000124635	147	72	163	253	38
ENSG00000196787	621	67	206	304	30
ENSG00000276180	1750	783	1043	836	269
ENSG00000197903	5936	1602	3714	2610	673
ENSG00000274997	10	7	4	4	4
ENSG00000280696	0	0	0	0	0
ENSG00000265565	1	0	0	0	0
ENSG00000174572	0	0	0	0	0
ENSG00000112812	0	138	4	1	9
ENSG00000270935	0	0	0	0	0
ENSG00000158553	3	2	1	0	0
ENSG00000220758	0	0	0	0	0
ENSG00000204789	7	40	21	25	30
ENSG00000124613	67	359	534	290	108
ENSG00000271755	5	22	6	23	11
ENSG00000237154	2	0	3	2	0
ENSG00000096654	1853	536	627	649	419
ENSG00000280950	0	0	0	3	0
ENSG00000278332	0	0	0	0	0
ENSG00000270666	2	0	0	0	0
ENSG00000218347	0	0	0	0	0
ENSG00000280871	2	0	0	0	0
ENSG00000219738	0	0	0	0	0
ENSG00000206671	0	0	0	0	0
ENSG00000238648	0	0	0	0	0
ENSG00000216676	0	0	0	0	0
ENSG00000276793	0	0	0	0	0
ENSG00000281706	6	15	0	1	0
ENSG00000216915	0	30	3	11	0
ENSG00000218069	2	1	0	0	1
ENSG00000217862	8	2	7	4	0
ENSG00000185130	21	3	17	10	2
ENSG00000196747	90	1	20	39	0
ENSG00000281258	0	0	0	0	0
ENSG00000278828	493	48	246	213	18
ENSG00000276368	1	0	1	8	3
ENSG00000280826	0	0	0	0	0
ENSG00000273703	0	0	3	4	0
ENSG00000197238	19	8	5	11	5
ENSG00000273542	56	12	11	24	3
ENSG00000233822	505	92	235	167	25
ENSG00000275221	0	0	0	0	0
ENSG00000281435	0	0	0	0	0
ENSG00000217646	0	0	0	0	0
ENSG00000276903	1	2	8	14	4
ENSG00000281512	0	0	0	0	0
ENSG00000184357	1	1	2	17	4
ENSG00000275379	0	0	1	4	1
ENSG00000275126	0	2	0	2	1
ENSG00000197153	0	3	1	8	0
ENSG00000278677	2	1	1	2	0
ENSG00000281851	0	0	0	0	0
ENSG00000274641	12	3	3	23	2
ENSG00000238610	1	0	0	0	0
ENSG00000168131	0	0	0	0	0
ENSG00000168126	1	0	5	1	0
ENSG00000124657	7	3	4	10	4
ENSG00000214374	0	0	1	0	0
ENSG00000216629	0	0	0	0	0
ENSG00000217539	0	1	1	0	0
ENSG00000199851	0	0	0	0	0
ENSG00000217315	0	0	0	0	0
ENSG00000187763	0	0	0	0	0
ENSG00000182477	0	0	0	0	0
ENSG00000220721	0	0	0	0	1
ENSG00000272009	63	47	37	11	35
ENSG00000197279	141	49	68	19	23
ENSG00000219891	216	22	24	20	34
ENSG00000219392	10	5	7	7	5
ENSG00000269293	567	711	531	282	911
ENSG00000196812	541	282	132	73	153
ENSG00000261839	5	3	10	0	0
ENSG00000198315	8671	2022	1859	1020	1400
ENSG00000226314	68	66	12	4	12
ENSG00000280107	35	24	2	0	3
ENSG00000216901	0	4	1	0	0
ENSG00000218016	0	0	0	0	0
ENSG00000176933	2	18	9	22	21
ENSG00000137185	2114	798	380	453	614
ENSG00000187626	1664	423	340	316	281
ENSG00000189134	4	29	47	2	22
ENSG00000197062	2323	929	455	241	600
ENSG00000276302	6	1	0	0	2
ENSG00000137338	1161	384	252	64	653
ENSG00000273712	6	3	1	0	2
ENSG00000270326	1	0	0	0	0
ENSG00000235109	806	161	132	99	77
ENSG00000189298	1394	322	314	175	220
ENSG00000158691	482	368	286	58	207
ENSG00000251877	0	0	0	0	0
ENSG00000187987	4	1	4	7	6
ENSG00000231162	0	1	1	0	0
ENSG00000219262	0	0	0	0	0
ENSG00000198704	0	0	0	0	0
ENSG00000224586	0	0	0	0	0
ENSG00000232040	8	80	0	1	1
ENSG00000246350	0	3	0	0	0
ENSG00000271440	0	0	0	0	0
ENSG00000235570	0	1	0	0	0
ENSG00000265764	3	0	0	0	0
ENSG00000237425	0	0	0	0	0
ENSG00000235559	47	23	80	28	2
ENSG00000225173	7	31	0	4	2
ENSG00000225595	0	1	0	0	1
ENSG00000213916	0	0	0	0	0
ENSG00000233366	0	0	0	1	0
ENSG00000224157	4	6	2	1	2
ENSG00000204713	13818	5579	4886	2864	5421
ENSG00000212240	0	1	0	1	0
ENSG00000204709	1	1	2	2	0
ENSG00000228666	0	0	0	0	0
ENSG00000263426	0	3	2	8	1
ENSG00000280628	0	0	0	0	0
ENSG00000227214	107	22	10	4	22
ENSG00000244349	48	10	14	7	12
ENSG00000197935	614	344	72	72	138
ENSG00000223677	0	0	0	0	0
ENSG00000277661	0	0	0	0	1
ENSG00000204704	0	0	0	0	0
ENSG00000236909	0	0	0	0	0
ENSG00000228364	0	1	0	0	0
ENSG00000204703	0	0	0	0	1
ENSG00000204702	0	0	0	0	0
ENSG00000204701	0	0	0	0	0
ENSG00000227206	0	0	0	0	0
ENSG00000203492	0	0	0	0	0
ENSG00000204700	0	0	0	0	0
ENSG00000224233	0	0	0	0	0
ENSG00000273960	0	0	0	0	0
ENSG00000230598	0	0	0	0	0
ENSG00000232505	0	0	0	0	0
ENSG00000213911	0	0	0	0	0
ENSG00000204697	0	0	0	0	0
ENSG00000242524	0	0	0	0	0
ENSG00000197171	0	0	0	0	0
ENSG00000204695	0	0	0	0	0
ENSG00000230056	0	0	0	0	0
ENSG00000243729	0	0	0	0	0
ENSG00000112462	0	0	0	0	0
ENSG00000280236	0	0	0	0	0
ENSG00000168787	0	0	0	0	0
ENSG00000251608	0	0	0	0	0
ENSG00000204694	0	0	0	0	0
ENSG00000206474	0	0	0	0	0
ENSG00000279941	0	0	0	0	0
ENSG00000277881	0	0	0	0	0
ENSG00000204688	0	0	0	0	0
ENSG00000225797	0	0	0	0	0
ENSG00000230164	0	0	0	0	0
ENSG00000204687	0	1	0	0	0
ENSG00000213900	0	0	0	0	0
ENSG00000229274	1	0	0	0	0
ENSG00000224582	0	0	0	0	0
ENSG00000229281	0	0	0	0	0
ENSG00000237988	421	709	11	3	24
ENSG00000213886	59	188	4	0	3
ENSG00000204681	6792	4281	1837	825	2426
ENSG00000232173	0	0	0	0	0
ENSG00000227609	0	3	0	1	0
ENSG00000201330	0	0	0	0	0
ENSG00000231301	0	0	0	0	0
ENSG00000204657	5	4	4	1	1
ENSG00000235238	79	34	80	39	56
ENSG00000204655	0	2	8	522	0
ENSG00000204644	0	0	18	7	12
ENSG00000233916	4	8	2	1	2
ENSG00000204642	12169	12725	1176	284	5492
ENSG00000225864	6	6	0	0	1
ENSG00000214922	4437	240	89	6	266
ENSG00000239257	0	0	0	0	0
ENSG00000273340	1340	29	44	2	59
ENSG00000227758	103	1	3	0	2
ENSG00000199290	7	0	0	0	0
ENSG00000235821	79	24	1	1	12
ENSG00000272236	37	7	2	0	7
ENSG00000270896	8	6	6	0	13
ENSG00000181126	424	245	100	0	148
ENSG00000176998	117	76	75	0	87
ENSG00000261548	0	3	0	1	0
ENSG00000213880	3	10	0	0	0
ENSG00000237042	0	3	0	0	0
ENSG00000204632	224	1202	488	16	107
ENSG00000229142	0	4	0	0	4
ENSG00000233265	1	1	0	0	0
ENSG00000281831	2	12	1	0	1
ENSG00000230521	4	43	36	1	61
ENSG00000206341	2767	1491	1030	365	2549
ENSG00000231130	2	0	0	0	0
ENSG00000233677	1	0	0	0	0
ENSG00000235963	1	0	0	0	0
ENSG00000227262	7	5	3	3	9
ENSG00000230795	132	81	22	16	86
ENSG00000228078	1	2	1	0	13
ENSG00000206503	155120	117872	26533	17038	70521
ENSG00000227766	1	0	0	0	0
ENSG00000235290	15	5	2	5	23
ENSG00000229390	27	0	3	2	1
ENSG00000204625	7	0	3	1	3
ENSG00000238024	22	4	1	1	1
ENSG00000224312	17	4	1	7	0
ENSG00000204623	609	420	204	157	91
ENSG00000204622	145	99	11	23	16
ENSG00000237669	69	48	6	19	7
ENSG00000232757	1	0	0	0	1
ENSG00000278104	0	0	0	0	0
ENSG00000275856	0	0	0	0	0
ENSG00000066379	1713	755	631	358	980
ENSG00000278773	0	0	0	0	0
ENSG00000204619	16850	5292	3162	1918	5338
ENSG00000204618	333	57	56	83	53
ENSG00000252901	0	0	0	0	0
ENSG00000204616	2	6	12	0	14
ENSG00000231226	0	0	2	0	3
ENSG00000252228	0	0	0	0	0
ENSG00000204614	0	0	0	0	0
ENSG00000204613	1	0	1	0	4
ENSG00000204610	0	3	0	0	4
ENSG00000234127	6593	4058	2645	1772	5120
ENSG00000233892	16	18	1	3	0
ENSG00000270604	4	10	1	3	12
ENSG00000236475	0	0	0	0	0
ENSG00000243753	1171	2613	677	156	156
ENSG00000280128	1993	1578	319	311	316
ENSG00000231074	3499	1686	1257	1009	1318
ENSG00000204599	1429	905	488	401	745
ENSG00000248167	0	0	0	0	0
ENSG00000241370	135	118	30	28	108
ENSG00000224372	0	0	1	0	0
ENSG00000224486	0	0	0	0	0
ENSG00000236405	0	0	0	0	0
ENSG00000226577	0	0	0	0	0
ENSG00000229068	0	6	0	3	0
ENSG00000224936	2	8	2	2	1
ENSG00000236603	285	234	376	243	357
ENSG00000204592	152708	100899	23208	15277	51696
ENSG00000235781	0	5	7	2	3
ENSG00000204590	11017	6108	5446	4140	8704
ENSG00000204576	2411	1119	1007	418	917
ENSG00000204574	15424	6110	6176	3739	9012
ENSG00000216101	0	0	0	0	0
ENSG00000204569	11423	4019	8093	6791	3954
ENSG00000222894	31	11	15	8	5
ENSG00000204568	9836	3747	5802	2521	4719
ENSG00000137343	2005	1450	480	243	652
ENSG00000228415	4	10	1	2	3
ENSG00000204564	1537	981	447	313	1062
ENSG00000266183	0	0	0	3	0
ENSG00000204560	7952	3830	3597	2676	3695
ENSG00000146112	22801	7516	5430	8373	12076
ENSG00000277346	0	0	0	0	0
ENSG00000137404	3465	1139	1106	790	2650
ENSG00000230449	1	0	0	0	0
ENSG00000137337	5552	2521	3187	1775	3131
ENSG00000224328	1	0	0	0	0
ENSG00000196230	101574	79879	36289	22080	69993
ENSG00000272540	69	38	2	20	9
ENSG00000137312	47588	45951	30445	11274	19663
ENSG00000201988	7	2	1	5	5
ENSG00000272273	19	17	13	7	3
ENSG00000137331	7077	522	2112	14447	7865
ENSG00000263608	0	0	0	0	0
ENSG00000228022	117	225	16	354	64
ENSG00000214894	93	38	5	32	16
ENSG00000237923	0	0	0	1	0
ENSG00000202241	0	0	0	0	0
ENSG00000237775	0	3	0	1	0
ENSG00000204580	22281	7884	11042	6304	5334
ENSG00000264594	0	0	0	0	0
ENSG00000213780	139	65	32	39	28
ENSG00000137411	8312	3162	2668	921	2333
ENSG00000196260	1	4	1	0	0
ENSG00000252761	0	0	0	0	0
ENSG00000168631	0	7	0	1	0
ENSG00000233529	0	1	0	0	0
ENSG00000275906	0	0	0	0	0
ENSG00000204544	0	0	0	0	0
ENSG00000261272	0	0	0	0	0
ENSG00000228789	3	7	5	3	33
ENSG00000222895	0	0	0	0	0
ENSG00000204542	0	0	1	0	5
ENSG00000204540	559	35	156	31	41
ENSG00000204539	6	0	1	0	0
ENSG00000204538	30	4	10	13	3
ENSG00000238211	0	0	1	0	0
ENSG00000204536	2860	1228	2021	1555	2924
ENSG00000137310	1976	1319	1891	1854	5909
ENSG00000204531	18	11	19	82	40
ENSG00000204528	2	1	24	1	0
ENSG00000272501	111	156	77	40	85
ENSG00000206344	58	72	38	19	27
ENSG00000271821	10	2	2	2	6
ENSG00000255726	0	0	0	0	0
ENSG00000255899	0	0	0	0	0
ENSG00000204525	208787	147508	40214	18279	49471
ENSG00000214892	9	5	12	4	2
ENSG00000227939	757	390	345	139	208
ENSG00000231402	0	0	0	0	0
ENSG00000256166	0	0	0	0	2
ENSG00000229836	0	3	0	0	0
ENSG00000234745	173375	141856	62283	17024	101885
ENSG00000277402	0	0	0	0	0
ENSG00000271581	7	5	0	0	4
ENSG00000228432	0	0	0	0	0
ENSG00000201658	0	0	0	0	0
ENSG00000265294	0	0	0	0	0
ENSG00000230994	0	0	0	0	0
ENSG00000223702	0	0	0	0	0
ENSG00000225851	0	0	0	0	0
ENSG00000272221	323	138	109	26	119
ENSG00000204520	3278	1221	2809	717	2894
ENSG00000206337	3371	1117	107	143	959
ENSG00000199332	70	1	1	9	2
ENSG00000230174	1	0	0	0	0
ENSG00000233902	0	0	0	0	0
ENSG00000204516	49	1026	155	77	1812
ENSG00000201680	0	0	0	0	0
ENSG00000256851	0	0	0	0	0
ENSG00000219797	18	32	6	1	4
ENSG00000225499	0	0	0	0	0
ENSG00000204511	2	0	0	0	0
ENSG00000254870	0	0	0	0	0
ENSG00000198563	10972	3945	2462	1135	1863
ENSG00000276877	0	0	0	0	0
ENSG00000201785	7	0	0	2	2
ENSG00000265236	0	0	0	0	0
ENSG00000234006	3	3	2	1	2
ENSG00000213760	109	19	25	19	34
ENSG00000204498	2666	1221	1494	539	1263
ENSG00000226979	46	86	2	1	23
ENSG00000232810	139	243	36	92	79
ENSG00000227507	200	650	24	54	409
ENSG00000204482	235	2155	535	230	1107
ENSG00000204475	22	14	4	65	12
ENSG00000230622	0	0	0	2	2
ENSG00000204472	542	5349	1188	851	3663
ENSG00000204469	36454	13956	15398	8661	18841
ENSG00000200816	1	0	0	3	0
ENSG00000274494	5	2	2	1	2
ENSG00000204463	37613	15406	16290	7476	16259
ENSG00000204444	55	101	45	34	59
ENSG00000204439	3748	1993	1112	760	2084
ENSG00000227198	0	0	0	0	0
ENSG00000204438	4192	1806	2341	2476	2879
ENSG00000201207	13	18	2	11	1
ENSG00000204435	3099	2491	939	562	1974
ENSG00000263020	2	1	1	0	1
ENSG00000240053	233	154	58	67	47
ENSG00000204428	54	75	87	115	118
ENSG00000204427	431	327	209	451	219
ENSG00000204422	0	0	0	0	0
ENSG00000266776	0	0	0	0	0
ENSG00000204424	0	0	0	0	0
ENSG00000250641	0	0	0	1	0
ENSG00000255552	0	0	0	0	0
ENSG00000244355	0	0	0	1	0
ENSG00000204420	2	3	10	11	9
ENSG00000204421	0	2	4	44	0
ENSG00000213722	4313	2682	2728	2846	6151
ENSG00000213719	46037	18948	24780	20053	43152
ENSG00000204410	244	151	89	86	88
ENSG00000255152	7	1	4	0	0
ENSG00000252743	9	7	4	2	7
ENSG00000228727	53	49	17	8	18
ENSG00000235663	0	2	3	6	0
ENSG00000204396	27	23	61	57	31
ENSG00000204394	15910	9244	13360	3653	10697
ENSG00000201555	16	15	5	4	1
ENSG00000204392	4052	2239	1671	1125	3690
ENSG00000204390	366	217	92	80	135
ENSG00000204389	19581	7379	5377	1873	6245
ENSG00000204388	5168	3962	4040	1556	3972
ENSG00000204387	18635	7702	6453	2545	9332
ENSG00000201823	0	0	0	0	0
ENSG00000201754	0	0	0	0	0
