ID	sample_SRR5343917	sample_SRR5343919	sample_SRR5343921	sample_SRR5343923	sample_SRR5343925
ENSG00000271532	1	4	9	1	2
ENSG00000272902	129	44	157	81	67
ENSG00000280738	0	0	0	0	0
ENSG00000158435	3867	1827	4129	3005	4421
ENSG00000163162	3133	2840	4880	2862	5600
ENSG00000212283	19	10	11	8	8
ENSG00000264857	0	1	0	0	0
ENSG00000175874	10	62	38	54	153
ENSG00000226058	0	0	2	0	0
ENSG00000196460	6	44	236	1529	99
ENSG00000223826	0	0	7	69	0
ENSG00000237549	0	0	0	2	0
ENSG00000232556	0	0	0	0	0
ENSG00000071054	20743	7269	28500	25080	16187
ENSG00000281162	1	4	21	7	41
ENSG00000115590	246	24	139	38	230
ENSG00000115594	1635	565	4652	9270	2202
ENSG00000226925	0	0	0	3	0
ENSG00000115598	0	1	16	38	14
ENSG00000205716	0	0	0	2	0
ENSG00000115602	3	3	15	83	18
ENSG00000115604	16	146	68	288	527
ENSG00000236785	0	0	0	1	0
ENSG00000115607	1	46	31	37	87
ENSG00000264764	0	0	0	0	0
ENSG00000236525	0	0	0	0	0
ENSG00000234389	0	4	6	6	4
ENSG00000180251	56	16	4	0	1
ENSG00000115616	1	3	2	1	11
ENSG00000135953	1095	319	1218	740	715
ENSG00000170417	521	447	775	703	678
ENSG00000277527	0	0	1	0	0
ENSG00000224095	0	0	0	0	0
ENSG00000227680	0	0	0	0	0
ENSG00000224850	0	0	1	0	0
ENSG00000229209	0	0	0	0	0
ENSG00000227623	0	0	0	0	0
ENSG00000236596	0	0	0	0	0
ENSG00000221849	0	1	1	0	0
ENSG00000231723	0	0	0	0	0
ENSG00000232597	0	0	0	0	0
ENSG00000236141	0	0	0	0	0
ENSG00000256637	0	0	0	0	0
ENSG00000273515	0	0	0	0	0
ENSG00000228968	0	0	0	0	0
ENSG00000233955	0	0	1	0	0
ENSG00000227157	0	0	0	0	0
ENSG00000225765	0	0	0	0	0
ENSG00000235597	0	31	9	57	56
ENSG00000280979	0	0	0	0	0
ENSG00000234781	0	2	0	1	5
ENSG00000199727	0	0	0	0	0
ENSG00000221654	0	0	0	0	0
ENSG00000231626	0	0	0	0	0
ENSG00000236109	0	0	0	0	0
ENSG00000230690	0	0	0	6	0
ENSG00000225669	0	0	0	0	0
ENSG00000228528	1	1	0	0	4
ENSG00000279904	0	0	0	0	0
ENSG00000207249	0	0	0	0	0
ENSG00000234177	0	1	1	1	1
ENSG00000213301	0	0	0	0	0
ENSG00000233639	0	4	0	77	0
ENSG00000269707	0	0	0	43	0
ENSG00000198914	6	18	0	749	2
ENSG00000239587	0	0	0	1	0
ENSG00000229743	0	1	0	1	0
ENSG00000224509	0	0	0	3	2
ENSG00000263685	0	0	0	0	0
ENSG00000135972	1005	834	2771	1178	2471
ENSG00000231851	0	11	5	15	28
ENSG00000226508	0	531	6	7	8
ENSG00000135973	0	29	0	0	1
ENSG00000272861	1	22	2	3	9
ENSG00000135966	4280	1907	4670	2221	2170
ENSG00000281871	0	0	0	0	0
ENSG00000235319	0	8	20	8	12
ENSG00000272994	58	219	804	234	435
ENSG00000135974	1543	1111	3365	1761	1181
ENSG00000115641	3138	2571	3844	5167	2810
ENSG00000238273	0	21	17	22	19
ENSG00000071051	4404	4483	8175	5795	4975
ENSG00000235522	1	1	2	1	2
ENSG00000234162	0	0	8	0	0
ENSG00000119147	4	4	1485	19	4
ENSG00000115652	4170	2216	13991	3351	2581
ENSG00000233339	0	0	0	0	1
ENSG00000273595	0	0	1	0	0
ENSG00000213295	0	0	0	0	0
ENSG00000224061	1	0	1	0	1
ENSG00000230353	0	0	0	0	0
ENSG00000233939	0	0	0	0	0
ENSG00000227513	0	0	0	1	1
ENSG00000229682	0	0	0	1	0
ENSG00000235486	0	0	4	0	0
ENSG00000240935	0	0	2	0	0
ENSG00000153165	8	8	71	66	19
ENSG00000237666	0	0	2	0	0
ENSG00000254126	0	3	0	1	0
ENSG00000231505	0	0	1	2	0
ENSG00000232001	0	0	0	0	0
ENSG00000214199	253	53	130	55	31
ENSG00000144057	7	43	54	178	237
ENSG00000238250	0	0	0	1	0
ENSG00000227294	0	0	0	0	0
ENSG00000229360	0	0	0	0	0
ENSG00000226905	0	0	0	0	0
ENSG00000229457	0	0	0	0	0
ENSG00000225588	2	3	0	0	19
ENSG00000237880	2	3	0	0	3
ENSG00000224568	1	0	0	0	0
ENSG00000232991	0	2	0	0	0
ENSG00000230651	0	1	0	0	0
ENSG00000196862	1	3	6	17	5
ENSG00000233494	0	0	0	0	0
ENSG00000227270	0	2	0	0	0
ENSG00000237745	5	0	0	1	1
ENSG00000235325	1	5	0	4	2
ENSG00000115665	0	0	0	0	1
ENSG00000231221	0	1	0	0	1
ENSG00000229890	0	0	0	0	1
ENSG00000225328	0	5	0	0	8
ENSG00000236877	0	0	0	0	0
ENSG00000196228	0	0	0	0	0
ENSG00000227597	0	0	0	0	1
ENSG00000198203	302	1945	161	41	2681
ENSG00000261209	0	0	0	0	1
ENSG00000237223	1	4	5	0	15
ENSG00000271070	0	1	0	0	0
ENSG00000198075	18	13	35	46	57
ENSG00000271284	0	0	0	0	0
ENSG00000135968	2155	2296	7174	4085	2592
ENSG00000214184	29	10	86	29	20
ENSG00000169756	6477	3376	20572	7345	9209
ENSG00000228763	1	0	38	14	2
ENSG00000233648	0	0	0	0	0
ENSG00000235644	0	0	0	0	0
ENSG00000153201	7657	6358	20736	25561	7686
ENSG00000163006	242	353	971	568	657
ENSG00000227470	10	2	21	7	14
ENSG00000135960	0	0	19	1	4
ENSG00000277628	0	0	0	0	0
ENSG00000259863	7	4	399	244	45
ENSG00000172985	76	96	3713	2455	771
ENSG00000264934	0	0	0	0	0
ENSG00000228551	0	0	0	0	0
ENSG00000265965	0	0	0	0	0
ENSG00000279515	0	0	0	0	0
ENSG00000186522	4947	2671	7104	7662	5366
ENSG00000237916	1	3	6	9	5
ENSG00000230696	0	0	0	0	0
ENSG00000198142	1155	497	5203	1416	1661
ENSG00000230603	0	0	0	0	0
ENSG00000231099	0	0	0	0	0
ENSG00000233307	0	0	0	0	0
ENSG00000233707	0	0	0	0	0
ENSG00000282033	0	2	0	5	0
ENSG00000015568	17	25	112	203	55
ENSG00000256977	0	2	8	8	3
ENSG00000186148	0	3	0	1	4
ENSG00000240069	0	0	0	0	0
ENSG00000225108	0	0	6	1	1
ENSG00000204588	2	3	192	17	23
ENSG00000235721	0	0	2	0	0
ENSG00000229730	0	0	0	0	0
ENSG00000265682	0	0	0	0	0
ENSG00000144063	31	21	264	146	114
ENSG00000264979	0	0	0	0	0
ENSG00000144061	471	387	1279	475	489
ENSG00000212091	0	0	0	0	0
ENSG00000233370	2	0	0	5	0
ENSG00000175701	1004	711	1714	968	1245
ENSG00000261760	0	0	2	0	0
ENSG00000282304	0	0	4	1	0
ENSG00000282785	0	0	0	0	0
ENSG00000263881	0	0	0	1	0
ENSG00000264336	0	0	0	0	0
ENSG00000226991	0	1	0	0	0
ENSG00000230650	2	0	5	7	3
ENSG00000175772	2	11	80	26	68
ENSG00000226065	0	0	4	3	2
ENSG00000230596	0	0	2	0	2
ENSG00000273471	0	0	0	0	0
ENSG00000184115	0	0	0	2	0
ENSG00000257207	0	0	0	2	1
ENSG00000256671	0	0	2	3	3
ENSG00000227574	0	0	0	1	0
ENSG00000231583	0	0	0	1	0
ENSG00000183054	6	12	17	90	18
ENSG00000231536	2	1	1	2	0
ENSG00000216867	2	2	3	10	12
ENSG00000169679	2858	1524	3163	3311	3612
ENSG00000235881	0	0	0	0	0
ENSG00000153093	4	14	32	7	19
ENSG00000236330	4	10	2	7	2
ENSG00000204581	6	22	19	7	3
ENSG00000153094	2217	816	5867	1846	1150
ENSG00000230499	29	3	13	8	18
ENSG00000172965	2229	6902	1681	1924	4569
ENSG00000227992	40	6	17	25	61
ENSG00000271590	5	14	4	16	24
ENSG00000229118	0	1	0	0	0
ENSG00000270190	0	1	7	0	0
ENSG00000226928	0	1	0	1	0
ENSG00000266139	0	0	0	0	0
ENSG00000279191	6	27	4	21	21
ENSG00000223973	4	7	5	8	2
ENSG00000280878	0	0	2	0	1
ENSG00000240350	13	10	5	12	33
ENSG00000224959	4	17	6	9	10
ENSG00000271635	0	0	0	0	0
ENSG00000225744	7	15	2	0	0
ENSG00000237583	0	0	0	0	0
ENSG00000227842	0	0	0	0	0
ENSG00000228615	0	0	1	0	0
ENSG00000153107	2294	908	7205	3162	1565
ENSG00000266063	2	0	0	0	1
ENSG00000230958	0	0	1	0	0
ENSG00000236307	6	17	19	19	42
ENSG00000153208	333	2543	5658	2495	3993
ENSG00000240183	0	0	2	0	1
ENSG00000225496	15	4	4	14	2
ENSG00000232277	0	1	0	0	0
ENSG00000153214	2514	2477	11970	9865	3542
ENSG00000144152	29	166	3015	1599	424
ENSG00000278962	4	20	632	318	77
ENSG00000144161	605	655	2683	1128	1042
ENSG00000188177	291	718	1404	1809	527
ENSG00000235258	0	0	4	1	2
ENSG00000236555	0	0	0	0	0
ENSG00000169629	51	71	671	109	136
ENSG00000114999	5560	4814	14965	12049	5520
ENSG00000125630	3309	1100	11353	3343	1687
ENSG00000207383	10	52	102	19	38
ENSG00000125611	1135	719	1956	1231	1098
ENSG00000243389	7	6	16	5	1
ENSG00000228251	8	16	15	6	12
ENSG00000231747	9	4	30	29	9
ENSG00000237753	48	190	1255	7339	380
ENSG00000144136	6829	4995	81080	46500	8577
ENSG00000144130	0	14	28	9	12
ENSG00000169607	1146	419	3583	2888	1508
ENSG00000115008	2	5	348	128	19
ENSG00000125538	9	111	360	360	256
ENSG00000280228	0	0	5	5	1
ENSG00000221541	0	0	0	0	0
ENSG00000180152	0	0	8	1	5
ENSG00000125571	0	0	2	7	1
ENSG00000227368	0	0	2	0	0
ENSG00000136688	0	1	5	7	2
ENSG00000236124	0	0	0	0	0
ENSG00000232090	0	0	0	0	0
ENSG00000136694	0	0	0	0	1
ENSG00000136696	1	0	1893	32	3
ENSG00000136695	1	0	9	107	0
ENSG00000136697	0	0	0	0	0
ENSG00000201805	0	0	0	0	0
ENSG00000136689	12	111	990	758	882
ENSG00000125637	146	527	1876	1301	1143
ENSG00000234174	0	1	0	2	0
ENSG00000189223	942	66	2057	1042	542
ENSG00000125618	628	24	359	213	134
ENSG00000274877	9	0	26	24	26
ENSG00000231292	1	0	15	31	0
ENSG00000234997	0	0	14	80	1
ENSG00000272563	0	1	7	24	1
ENSG00000136682	578	663	1277	1026	928
ENSG00000184492	12	7	8	17	10
ENSG00000234148	0	0	0	0	0
ENSG00000231943	0	8	1	2	1
ENSG00000225398	0	11	1	3	1
ENSG00000226516	0	3	0	0	0
ENSG00000221055	0	1	9	1	0
ENSG00000146556	317	352	681	281	473
ENSG00000276624	0	0	0	0	0
ENSG00000236397	19	104	44	45	215
ENSG00000279267	56	102	44	165	106
ENSG00000240356	864	504	752	1039	401
ENSG00000144134	310	327	860	463	326
ENSG00000144158	93	101	111	113	166
ENSG00000175509	0	0	0	4	2
ENSG00000233479	0	0	0	0	1
ENSG00000227359	20	1	15	14	11
ENSG00000202427	0	0	0	2	0
ENSG00000115084	2960	4110	4683	3487	2883
ENSG00000265429	0	1	2	6	4
ENSG00000244063	0	2	0	0	3
ENSG00000228857	13	14	9	9	5
ENSG00000270019	7	3	23	28	12
ENSG00000115091	16744	12870	20121	15152	25572
ENSG00000279957	0	1	0	0	1
ENSG00000234199	0	6	5	2	13
ENSG00000243179	0	1	0	0	0
ENSG00000215984	0	1	0	0	0
ENSG00000212182	0	1	0	1	0
ENSG00000235242	0	0	0	0	0
ENSG00000231926	0	0	0	0	0
ENSG00000222923	0	0	0	0	0
ENSG00000175497	756	0	279	1	24
ENSG00000280854	0	0	0	0	0
ENSG00000231538	0	0	0	0	0
ENSG00000235717	0	0	0	0	0
ENSG00000235026	53	0	184	0	14
ENSG00000230391	0	1	0	0	0
ENSG00000271667	0	0	0	0	0
ENSG00000224869	0	0	0	0	0
ENSG00000226341	0	0	0	0	0
ENSG00000235871	0	0	0	0	0
ENSG00000230158	0	0	0	0	0
ENSG00000230950	0	0	0	0	0
ENSG00000274027	0	0	0	0	0
ENSG00000228898	0	0	0	0	0
ENSG00000239185	0	0	0	0	0
ENSG00000227291	0	1	0	0	0
ENSG00000238207	0	0	0	0	0
ENSG00000088205	6032	3282	9485	6037	4867
ENSG00000236255	23	46	253	78	78
ENSG00000125631	0	1	10	6	4
ENSG00000125633	2509	1318	5239	3364	2502
ENSG00000224967	1	1	6	0	2
ENSG00000235066	0	0	2	0	2
ENSG00000272895	0	2	0	0	0
ENSG00000279227	65	33	196	174	64
ENSG00000243510	0	0	1	1	0
ENSG00000125629	825	855	3323	1458	1059
ENSG00000226856	0	20	54	10	208
ENSG00000258910	0	18	74	6	2
ENSG00000163064	9	64	539	169	65
ENSG00000019169	29	128	1771	554	946
ENSG00000259094	2	0	1	2	1
ENSG00000144119	0	0	82	0	0
ENSG00000264833	0	0	0	0	0
ENSG00000115107	912	152	9215	2786	941
ENSG00000229867	1	2	20	14	4
ENSG00000186132	376	672	839	428	853
ENSG00000155368	24195	6713	16160	6840	9710
ENSG00000171227	170	340	150	737	583
ENSG00000080293	0	8	3	17	6
ENSG00000231013	0	2	2	1	0
ENSG00000163075	0	1	17	2	10
ENSG00000144120	742	553	1800	821	776
ENSG00000229326	0	2	6	3	0
ENSG00000088179	742	488	1675	755	767
ENSG00000233741	0	1	1	0	0
ENSG00000115109	2098	406	1526	164	949
ENSG00000224789	0	1	1	0	0
ENSG00000202046	0	0	0	0	0
ENSG00000275077	0	0	0	0	0
ENSG00000236878	0	5	2	2	5
ENSG00000227788	0	8	0	3	10
ENSG00000233286	0	0	2	1	0
ENSG00000243104	0	0	2	1	1
ENSG00000234065	1	9	10	0	0
ENSG00000223549	0	5	4	1	8
ENSG00000226479	3054	1079	3428	2334	1315
ENSG00000144118	5054	2585	7375	6809	5191
ENSG00000281676	0	1	1	1	1
ENSG00000235840	0	2	4	0	0
ENSG00000163083	330	52	1349	765	171
ENSG00000280409	0	0	0	0	1
ENSG00000237614	0	1	3	5	2
ENSG00000232140	0	1	0	0	0
ENSG00000201006	0	0	0	0	0
ENSG00000229774	0	0	0	0	1
ENSG00000074047	6	32	1305	417	148
ENSG00000271709	1	0	48	16	3
ENSG00000221321	0	0	0	0	0
ENSG00000201584	0	0	0	0	0
ENSG00000234455	0	0	0	0	0
ENSG00000236145	0	0	0	0	0
ENSG00000115112	36	32	63	956	161
ENSG00000232723	0	0	0	0	0
ENSG00000074054	5326	1413	8618	7937	2760
ENSG00000265451	6	2	8	29	14
ENSG00000264229	0	19	21	23	31
ENSG00000222467	0	0	0	0	0
ENSG00000236859	340	337	657	361	299
ENSG00000230993	0	0	4	2	0
ENSG00000279721	0	0	1	0	3
ENSG00000213239	4	2	2	2	4
ENSG00000155438	2393	1932	3890	2210	2671
ENSG00000211460	6742	6260	9900	7531	5833
ENSG00000270798	0	2	0	0	1
ENSG00000274151	0	0	1	0	0
ENSG00000224655	0	1	8	0	1
ENSG00000237856	0	1	0	0	0
ENSG00000232740	0	0	0	0	0
ENSG00000226708	0	0	17	0	7
ENSG00000235640	0	0	0	0	0
ENSG00000227738	0	1	1	0	0
ENSG00000279874	0	0	0	0	0
ENSG00000223118	0	0	0	0	0
ENSG00000228400	0	0	0	0	0
ENSG00000155052	1	9	3	0	7
ENSG00000238046	0	0	0	0	0
ENSG00000270815	0	0	0	0	0
ENSG00000252674	0	0	0	0	0
ENSG00000206726	0	0	0	0	0
ENSG00000281413	0	0	0	0	0
ENSG00000235491	0	0	0	0	0
ENSG00000224410	1	0	0	1	0
ENSG00000226813	1	3	0	1	2
ENSG00000235774	1	0	1	0	1
ENSG00000236655	0	0	1	1	2
ENSG00000213236	17	6	40	43	9
ENSG00000136732	15128	7556	11028	3420	9998
ENSG00000235128	4	12	12	5	22
ENSG00000206963	0	0	0	0	0
ENSG00000237524	0	0	0	0	0
ENSG00000238788	0	0	0	0	0
ENSG00000260634	0	1	12	2	2
ENSG00000260163	0	4	2	1	2
ENSG00000136717	170	669	4838	1820	1852
ENSG00000237630	0	0	0	0	0
ENSG00000186684	871	17	3448	159	67
ENSG00000226789	0	0	3	1	0
ENSG00000163161	4648	2149	8644	5027	2801
ENSG00000169967	2060	2217	6421	5520	4622
ENSG00000200250	0	2	0	0	0
ENSG00000236682	49	53	196	78	67
ENSG00000115718	2	6	41	4	20
ENSG00000264075	0	0	0	0	0
ENSG00000163166	6326	2609	7970	3470	2943
ENSG00000231731	4	40	79	62	56
ENSG00000202429	0	0	0	1	1
ENSG00000169994	25	243	26	48	55
ENSG00000272789	2	11	1	15	6
ENSG00000072163	859	581	629	1027	537
ENSG00000144230	4	12	13	29	9
ENSG00000136709	4632	2314	7718	4552	2526
ENSG00000173349	0	0	0	0	0
ENSG00000201470	0	0	0	0	0
ENSG00000200390	0	0	0	0	0
ENSG00000274010	0	0	1	2	0
ENSG00000144231	2262	1275	4747	2345	1732
ENSG00000202532	0	0	0	0	0
ENSG00000244563	0	0	0	0	0
ENSG00000273950	0	1	1	0	1
ENSG00000144233	4618	2521	5832	3875	2579
ENSG00000272667	132	78	237	216	140
ENSG00000204399	0	0	0	0	0
ENSG00000136715	2839	741	4312	3249	1308
ENSG00000234044	0	0	0	1	0
ENSG00000200432	0	0	0	0	0
ENSG00000136731	7151	1795	34318	10948	5287
ENSG00000229173	0	0	0	0	0
ENSG00000232101	0	0	0	0	0
ENSG00000229758	2	3	2	4	4
ENSG00000185631	1	0	1	0	0
ENSG00000238180	0	1	1	1	0
ENSG00000136720	1726	536	2571	1372	1170
ENSG00000252742	0	0	0	0	0
ENSG00000238379	0	0	0	0	0
ENSG00000227653	2	1	3	3	0
ENSG00000237532	0	0	0	0	0
ENSG00000238277	0	0	0	0	0
ENSG00000204460	1	0	532	36	0
ENSG00000233428	0	2	1	0	1
ENSG00000229536	1	4	39	1	0
ENSG00000214100	0	1	13	2	2
ENSG00000237574	0	1	0	0	0
ENSG00000234559	0	0	0	0	0
ENSG00000225449	0	2	7	7	2
ENSG00000222014	39	17	31	31	24
ENSG00000180178	0	82	801	3	1
ENSG00000250207	0	0	0	0	0
ENSG00000217289	3	0	4	0	1
ENSG00000231147	0	0	0	0	0
ENSG00000231240	0	10	32	2	2
ENSG00000248313	0	0	0	0	0
ENSG00000196604	1	3	158	2	0
ENSG00000228471	0	0	0	0	0
ENSG00000224087	0	0	0	0	0
ENSG00000252223	0	0	0	0	0
ENSG00000223760	0	1	75	0	0
ENSG00000152076	4	33	1328	81	337
ENSG00000136699	4198	1549	8646	5009	2409
ENSG00000152082	1214	1057	2707	1165	1988
ENSG00000265280	0	0	6	1	5
ENSG00000152086	3	0	1	1	0
ENSG00000227632	20	23	15	4	18
ENSG00000230756	83	37	43	133	60
ENSG00000213225	30	256	312	71	41
ENSG00000234398	0	0	0	0	0
ENSG00000236595	0	0	0	0	0
ENSG00000237722	0	0	0	0	0
ENSG00000231954	0	0	0	0	0
ENSG00000277699	0	0	0	0	0
ENSG00000236211	0	0	0	0	0
ENSG00000230496	0	0	0	0	0
ENSG00000232990	0	0	0	0	0
ENSG00000249997	0	0	0	0	0
ENSG00000230548	0	0	0	0	0
ENSG00000234934	0	0	0	0	0
ENSG00000248136	0	0	0	0	0
ENSG00000233550	0	0	0	0	0
ENSG00000226915	0	0	0	2	0
ENSG00000271435	0	0	0	0	0
ENSG00000224352	0	0	0	0	0
ENSG00000136710	4088	1963	2086	1533	2275
ENSG00000136718	4654	2732	9811	2883	4274
ENSG00000072135	3014	2003	5123	5796	3630
ENSG00000178162	1	4	200	3	9
ENSG00000230646	0	0	23	0	0
ENSG00000239402	0	0	4	0	0
ENSG00000196834	0	1	11	2	0
ENSG00000251973	0	0	0	0	0
ENSG00000225819	0	0	0	0	0
ENSG00000274711	0	0	0	0	0
ENSG00000152093	0	0	0	0	0
ENSG00000225341	0	0	0	0	0
ENSG00000184761	0	0	0	0	0
ENSG00000183292	0	1	2	0	0
ENSG00000232408	0	0	0	0	0
ENSG00000136698	0	0	0	0	0
ENSG00000277668	0	0	0	0	0
ENSG00000222038	1	0	4	1	3
ENSG00000251757	0	0	0	0	0
ENSG00000214081	0	0	9	0	0
ENSG00000282944	0	0	3	1	0
ENSG00000240253	0	0	2	0	0
ENSG00000223349	0	0	1	0	2
ENSG00000173302	0	0	0	0	0
ENSG00000229797	0	0	0	0	0
ENSG00000178171	0	0	0	0	0
ENSG00000232503	0	0	0	0	0
ENSG00000233221	1	0	162	2	5
ENSG00000136002	68	57	4832	162	738
ENSG00000281159	0	0	0	0	0
ENSG00000281516	0	0	0	0	0
ENSG00000152102	12130	3427	21844	12707	5715
ENSG00000115762	15570	6441	15898	14515	9150
ENSG00000230450	2	1	0	0	0
ENSG00000225448	0	0	0	0	0
ENSG00000236956	0	15	0	0	0
ENSG00000248796	1	4	0	0	0
ENSG00000188219	4	6	77	13	2
ENSG00000212199	0	0	0	0	0
ENSG00000231431	2	45	24	1	0
ENSG00000236516	0	6	1	0	0
ENSG00000227817	0	0	0	0	0
ENSG00000224425	0	1	0	0	0
ENSG00000233087	18	5	6	12	9
ENSG00000233285	0	0	0	0	0
ENSG00000227275	0	0	0	0	0
ENSG00000235080	0	0	0	0	0
ENSG00000231777	0	0	0	0	0
ENSG00000227661	0	0	0	0	0
ENSG00000236590	0	0	0	0	0
ENSG00000234480	0	0	0	0	0
ENSG00000237910	0	0	0	0	0
ENSG00000234939	0	0	0	0	0
ENSG00000234576	0	0	0	0	0
ENSG00000226831	0	0	0	0	0
ENSG00000276460	0	0	0	0	0
ENSG00000223631	0	0	0	2	0
ENSG00000214077	3	0	14	9	3
ENSG00000217950	9	4	9	18	7
ENSG00000232742	101	43	50	153	76
ENSG00000273073	1	12	0	5	21
ENSG00000173272	1783	1281	3179	1008	2402
ENSG00000075886	1	6	23	7	13
ENSG00000265575	0	0	0	0	0
ENSG00000152117	553	497	2246	1164	1235
ENSG00000163040	7	86	1635	525	859
ENSG00000224679	0	2	0	0	0
ENSG00000204434	0	0	1	2	2
ENSG00000251956	0	0	0	0	0
ENSG00000273588	0	0	5	0	0
ENSG00000224559	0	5	2	2	2
ENSG00000270930	0	1	0	5	0
ENSG00000197927	70	152	239	368	324
ENSG00000213222	92	55	192	220	91
ENSG00000186825	0	1	2	0	0
ENSG00000274353	0	0	4	0	0
ENSG00000229203	0	0	0	0	0
ENSG00000232760	1	0	3	0	0
ENSG00000244337	0	0	1	0	0
ENSG00000235615	6	0	25	1	5
ENSG00000236485	0	0	2	1	2
ENSG00000226886	5	0	235	35	19
ENSG00000271179	0	0	0	0	0
ENSG00000225594	0	0	0	0	0
ENSG00000227745	2	2	3	0	0
ENSG00000163046	0	4	1	2	0
ENSG00000239108	0	0	0	0	0
ENSG00000202174	0	0	0	0	0
ENSG00000221288	0	0	0	0	0
ENSG00000233786	0	0	2	3	1
ENSG00000230803	0	0	0	0	0
ENSG00000018607	0	0	2	1	0
ENSG00000272769	5	8	31	8	4
ENSG00000230992	0	0	8	1	2
ENSG00000252705	0	0	0	0	0
ENSG00000183840	20	2	9	20	12
ENSG00000232349	0	0	0	0	0
ENSG00000200718	0	0	0	0	0
ENSG00000221142	0	0	0	0	0
ENSG00000150551	53	376	127	1435	801
ENSG00000230065	0	2	0	3	2
ENSG00000176771	1978	579	123	130	288
ENSG00000281774	0	0	0	0	0
ENSG00000228721	0	0	0	0	0
ENSG00000233729	4	0	0	0	0
ENSG00000279512	1	0	0	1	0
ENSG00000226953	0	7	2	1	6
ENSG00000252688	0	0	0	0	0
ENSG00000222068	0	0	0	0	0
ENSG00000232474	5	0	1	0	0
ENSG00000223430	0	0	0	0	0
ENSG00000200708	0	0	0	0	0
ENSG00000152127	10682	3355	16812	19937	4628
ENSG00000263813	0	0	0	0	0
ENSG00000222921	0	0	0	0	0
ENSG00000234060	0	0	0	0	0
ENSG00000152128	19	57	154	7474	46
ENSG00000224043	71	46	55	15	20
ENSG00000234682	0	0	0	0	0
ENSG00000228098	0	0	0	0	0
ENSG00000153086	2	9	10	6	3
ENSG00000263783	0	0	0	0	0
ENSG00000082258	1254	2039	5261	3251	2548
ENSG00000176601	0	1	1	0	0
ENSG00000115839	6814	1727	7637	5501	3299
ENSG00000208308	0	0	0	1	0
ENSG00000121988	303	146	809	392	206
ENSG00000235651	0	5	13	2	13
ENSG00000048991	1649	971	5937	3906	1722
ENSG00000201308	0	1	0	0	0
ENSG00000207654	0	0	0	1	0
ENSG00000144224	6679	4336	19614	8976	5881
ENSG00000115850	0	2	28	15	0
ENSG00000200664	0	0	0	0	0
ENSG00000226806	2	4	19	173	4
ENSG00000076003	2482	2866	8594	7823	5431
ENSG00000214070	0	0	1	1	0
ENSG00000115866	5043	4458	12236	5356	6147
ENSG00000231890	109	27	422	51	47
ENSG00000237262	0	0	1	0	2
ENSG00000121966	447	1430	4356	1899	3403
ENSG00000227347	16	7	21	31	6
ENSG00000279024	0	1	10	2	24
ENSG00000230037	7	14	11	13	20
ENSG00000251976	0	0	0	0	0
ENSG00000216081	0	0	0	0	0
ENSG00000229568	0	0	0	0	0
ENSG00000221762	0	0	0	0	0
ENSG00000144229	2	3	0	13	2
ENSG00000212425	0	0	0	0	0
ENSG00000222394	0	0	0	0	0
ENSG00000150540	3389	1844	1013	1850	2479
ENSG00000224231	0	0	0	0	0
ENSG00000233045	45	18	31	17	14
ENSG00000234645	0	1	0	1	2
ENSG00000237939	0	0	0	0	0
ENSG00000232915	0	3	0	0	0
ENSG00000228043	39	10	39	7	3
ENSG00000230569	0	0	0	0	0
ENSG00000144228	756	1247	2165	1732	1469
ENSG00000241772	0	0	1	2	0
ENSG00000260059	1	1	4	2	2
ENSG00000237772	1	0	1	1	1
ENSG00000144227	0	1	1	1	13
ENSG00000222826	0	0	0	0	0
ENSG00000229104	0	0	0	0	0
ENSG00000232992	0	0	0	0	0
ENSG00000226939	3	6	0	2	0
ENSG00000229131	140	23	0	40	0
ENSG00000206901	0	0	0	0	0
ENSG00000235232	0	0	0	1	0
ENSG00000228374	2	0	1	0	0
ENSG00000223554	0	0	0	0	0
ENSG00000221074	0	0	0	0	0
ENSG00000240977	0	0	0	0	0
ENSG00000224028	0	0	0	0	0
ENSG00000281595	0	0	0	0	0
ENSG00000227149	0	0	0	0	0
ENSG00000231567	0	0	0	0	0
ENSG00000223921	0	0	0	0	0
ENSG00000168702	0	0	2145	4	0
ENSG00000277306	0	0	0	0	0
ENSG00000236440	0	0	0	0	0
ENSG00000238065	0	0	3	0	0
ENSG00000201892	0	0	0	0	0
ENSG00000252015	0	0	0	0	0
ENSG00000233329	0	0	0	0	0
ENSG00000281341	0	0	0	0	0
ENSG00000265224	0	0	0	0	0
ENSG00000266259	0	0	0	0	0
ENSG00000244125	0	0	0	0	0
ENSG00000239131	0	0	0	0	0
ENSG00000228134	0	0	0	0	0
ENSG00000229781	0	1	0	1	1
ENSG00000115919	47	255	177	309	689
ENSG00000270390	0	0	0	0	0
ENSG00000221169	0	0	0	0	1
ENSG00000075884	9177	432	255	382	766
ENSG00000224288	0	0	0	0	0
ENSG00000226839	0	0	0	0	0
ENSG00000224852	0	0	0	0	0
ENSG00000232772	0	0	0	0	0
ENSG00000236300	0	0	0	0	0
ENSG00000227557	0	0	0	0	0
ENSG00000225476	0	0	2	0	1
ENSG00000231766	0	0	0	0	0
ENSG00000257284	0	0	0	1	0
ENSG00000228655	98	2	0	0	4
ENSG00000257640	19	0	0	0	0
ENSG00000258268	1543	0	5	1	0
ENSG00000231758	2	35	0	9	0
ENSG00000257277	5	4	2	1	0
ENSG00000257226	0	1	0	3	1
ENSG00000236356	0	0	0	0	0
ENSG00000200287	0	0	0	0	0
